title,project,listing_type,property_type,bedrooms,bathrooms,size_sqft,price,price_label,currency,image_url,description,is_featured,status,locale
Danga Suites 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,671,2200,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Danga Suites · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Country Garden 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1329,2500,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Country Garden · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Z-Plaza 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,707,2800,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Z-Plaza · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Bay Point 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1365,1550,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Bay Point · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Tebrau View 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,743,1850,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Tebrau View · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Danga Suites 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1275,2200,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Danga Suites · 3-Bedroom rental in Danga Bay. Featured. Viewing by appointment.,true,published,en
Country Garden 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,653,2500,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Country Garden · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Z-Plaza 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1311,2800,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Z-Plaza · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Bay Point 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,689,1550,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Bay Point · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Tebrau View 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1347,1850,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Tebrau View · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Danga Suites 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,725,2200,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Danga Suites · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Country Garden 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1383,2500,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Country Garden · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Z-Plaza 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,635,2800,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Z-Plaza · 1-Bedroom rental in Danga Bay. Featured. Viewing by appointment.,true,published,en
Bay Point 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1293,1550,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Bay Point · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Tebrau View 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,671,1850,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Tebrau View · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Danga Suites 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1329,2200,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Danga Suites · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Country Garden 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,707,2500,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Country Garden · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Z-Plaza 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1365,2800,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Z-Plaza · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Bay Point 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,743,1550,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Bay Point · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Tebrau View 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1275,1850,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Tebrau View · 3-Bedroom rental in Danga Bay. Featured. Viewing by appointment.,true,published,en
Danga Suites 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,653,2200,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Danga Suites · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Country Garden 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1311,2500,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Country Garden · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Z-Plaza 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,689,2800,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Z-Plaza · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Bay Point 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1347,1550,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Bay Point · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Tebrau View 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,725,1850,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Tebrau View · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Danga Suites 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1383,2200,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Danga Suites · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Country Garden 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,635,2500,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Country Garden · 1-Bedroom rental in Danga Bay. Featured. Viewing by appointment.,true,published,en
Z-Plaza 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1293,2800,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Z-Plaza · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Bay Point 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,671,1550,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Bay Point · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Tebrau View 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1329,1850,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Tebrau View · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Danga Suites 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,707,2200,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Danga Suites · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Country Garden 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1365,2500,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Country Garden · 3-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Z-Plaza 1-Bedroom — Danga Bay,Danga Bay,rent,1-Bedroom Apartment,1,1,743,2800,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Z-Plaza · 1-Bedroom rental in Danga Bay. Viewing by appointment.,false,published,en
Bay Point 3-Bedroom — Danga Bay,Danga Bay,rent,3-Bedroom Apartment,3,2,1275,1550,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Bay Point · 3-Bedroom rental in Danga Bay. Featured. Viewing by appointment.,true,published,en
Sky Loft 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,915,1800,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Sky Loft · 2-Bedroom rental in Bukit Indah. Featured. Viewing by appointment.,true,published,en
Nusa Bestari Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,468,2100,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Nusa Bestari · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,951,2400,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Pinnacle · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Greenfield Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,504,2750,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Greenfield · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Central Park 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,987,3050,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Central Park · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Sky Loft Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,540,1800,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Sky Loft · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Nusa Bestari 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,1023,2100,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Nusa Bestari · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,450,2400,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Pinnacle · Studio rental in Bukit Indah. Featured. Viewing by appointment.,true,published,en
Greenfield 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,933,2750,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Greenfield · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Central Park Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,486,3050,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Central Park · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Sky Loft 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,969,1800,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Sky Loft · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Nusa Bestari Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,522,2100,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Nusa Bestari · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,1005,2400,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Pinnacle · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Greenfield Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,558,2750,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Greenfield · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Central Park 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,915,3050,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Central Park · 2-Bedroom rental in Bukit Indah. Featured. Viewing by appointment.,true,published,en
Sky Loft Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,468,1800,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Sky Loft · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Nusa Bestari 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,951,2100,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Nusa Bestari · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,504,2400,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Pinnacle · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Greenfield 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,987,2750,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Greenfield · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Central Park Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,540,3050,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Central Park · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Sky Loft 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,1023,1800,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Sky Loft · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Nusa Bestari Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,450,2100,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Nusa Bestari · Studio rental in Bukit Indah. Featured. Viewing by appointment.,true,published,en
Pinnacle 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,933,2400,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Pinnacle · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Greenfield Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,486,2750,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Greenfield · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Central Park 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,969,3050,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Central Park · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Sky Loft Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,522,1800,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Sky Loft · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Nusa Bestari 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,1005,2100,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Nusa Bestari · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,558,2400,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Pinnacle · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Greenfield 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,915,2750,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Greenfield · 2-Bedroom rental in Bukit Indah. Featured. Viewing by appointment.,true,published,en
Central Park Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,468,3050,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Central Park · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Sky Loft 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,951,1800,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Sky Loft · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Nusa Bestari Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,504,2100,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Nusa Bestari · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,987,2400,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Pinnacle · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Greenfield Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,540,2750,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Greenfield · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Central Park 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,1023,3050,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Central Park · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Sky Loft Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,450,1800,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Sky Loft · Studio rental in Bukit Indah. Featured. Viewing by appointment.,true,published,en
Nusa Bestari 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,933,2100,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Nusa Bestari · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,486,2400,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Pinnacle · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Greenfield 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,969,2750,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Greenfield · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Central Park Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,522,3050,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Central Park · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Sky Loft 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,1005,1800,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Sky Loft · 2-Bedroom rental in Bukit Indah. Viewing by appointment.,false,published,en
Nusa Bestari Studio — Bukit Indah,Bukit Indah,rent,Studio Apartment,0,1,558,2100,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Nusa Bestari · Studio rental in Bukit Indah. Viewing by appointment.,false,published,en
Pinnacle 2-Bedroom — Bukit Indah,Bukit Indah,rent,2-Bedroom Apartment,2,2,915,2400,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Pinnacle · 2-Bedroom rental in Bukit Indah. Featured. Viewing by appointment.,true,published,en
Austin Suites 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,635,2600,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Austin Suites · 1-Bedroom rental in Mount Austin. Featured. Viewing by appointment.,true,published,en
Palas Residences 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1293,3000,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Palas Residences · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,671,3400,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Austin Heights · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Sky Oasis 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1329,3800,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Sky Oasis · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Ville 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,707,2200,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Austin Ville · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Suites 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1365,2600,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Austin Suites · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Palas Residences 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,743,3000,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Palas Residences · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1275,3400,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Austin Heights · 3-Bedroom rental in Mount Austin. Featured. Viewing by appointment.,true,published,en
Sky Oasis 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,653,3800,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Sky Oasis · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Ville 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1311,2200,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Austin Ville · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Suites 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,689,2600,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Austin Suites · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Palas Residences 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1347,3000,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Palas Residences · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,725,3400,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Austin Heights · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Sky Oasis 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1383,3800,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Sky Oasis · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Ville 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,635,2200,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Austin Ville · 1-Bedroom rental in Mount Austin. Featured. Viewing by appointment.,true,published,en
Austin Suites 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1293,2600,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Austin Suites · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Palas Residences 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,671,3000,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Palas Residences · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Heights 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1329,3400,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Austin Heights · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Sky Oasis 1-Bedroom — Mount Austin,Mount Austin,rent,1-Bedroom Apartment,1,1,707,3800,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Sky Oasis · 1-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
Austin Ville 3-Bedroom — Mount Austin,Mount Austin,rent,3-Bedroom Apartment,3,2,1365,2200,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Austin Ville · 3-Bedroom rental in Mount Austin. Viewing by appointment.,false,published,en
